"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,           0,      -4.875196878,       -9.67238369,      -16.04780435,       -10.9443717,      -4.268030877,      -10.91801127
          0,           0,           1,      -5.207402573,      -5.085242443,      -5.629804929,      -4.855234186,      -4.571620926,      -11.62633833
          0,           0,           2,      -5.202978971,      -4.998930962,      -5.196898227,       -5.05454878,      -4.566965538,      -11.61628827
          0,           0,           3,      -5.135526185,      -4.990512394,       -4.98588622,      -4.879812382,      -4.517636216,       -11.4965679
          0,           0,           4,      -5.033221519,      -4.962234115,      -4.891343983,      -4.789541992,      -4.424124535,      -11.45294181
          0,           0,           5,      -4.979169209,      -4.947730961,      -4.861174784,       -4.77957873,      -4.372993848,        -11.441446
          0,           0,           6,      -4.955884294,      -4.955696733,       -4.87260087,      -4.810709166,      -4.350416578,      -11.41861151
          0,           0,           7,      -4.930914189,      -4.985105493,      -4.899577701,      -4.847202136,      -4.327990774,      -11.39229258
          0,           0,           8,      -4.905918531,      -5.033644879,      -4.929920865,        -4.8787792,      -4.307160307,      -11.38374461
          0,           0,           9,      -4.893770538,      -5.067543395,      -4.967160295,      -4.917034567,      -4.295626872,      -11.39594049
          0,           0,          10,      -4.894011968,      -5.050523238,      -5.009488575,       -4.96111155,      -4.290267415,      -11.42039662
          0,           0,          11,      -4.906238833,      -5.018524263,      -5.058109277,      -5.002679269,      -4.295439429,      -11.44988327
          0,           0,          12,      -4.931897732,      -5.017092755,      -5.117981827,      -5.047916517,      -4.318621081,       -11.4805925
          0,           0,          13,      -4.966809856,       -5.05304239,      -5.185724818,      -5.106851219,      -4.356934606,       -11.5122512
          0,           0,          14,      -5.004488384,       -5.10958056,      -5.249636882,      -5.174489995,      -4.399720892,      -11.54624003
          0,           0,          15,      -5.042687665,      -5.163643928,      -5.302724547,      -5.234605931,      -4.439358417,      -11.58358415
          0,           0,          16,      -5.082002002,      -5.206188239,      -5.349458936,      -5.280093177,      -4.475811505,      -11.62408372
          0,           0,          17,       -5.12359889,       -5.24646557,      -5.398935326,      -5.321181531,      -4.513688516,      -11.66515795
          0,           0,          18,      -5.168173344,       -5.29604224,      -5.456129366,       -5.37040041,      -4.556607277,      -11.70075506
          0,           0,          19,      -5.215830733,      -5.357031334,      -5.519371788,      -5.431401845,       -4.60490905,      -11.72289957
          0,           0,          20,      -5.265899906,      -5.422616189,      -5.582819453,      -5.499579805,      -4.656369017,      -11.72448388
          0,           0,          21,      -5.317241209,       -5.48385173,      -5.641620901,      -5.566445274,      -4.708317174,      -11.70245932
          0,           0,          22,      -5.368845382,      -5.538023949,      -5.696009818,      -5.625217901,      -4.759393553,      -11.65912641
          0,           0,          23,      -5.420062893,      -5.589946893,       -5.74927197,      -5.674937163,      -4.809655336,      -11.60132989
          0,           0,          24,      -5.470473773,      -5.645294521,      -5.803559938,      -5.719443272,      -4.859520878,      -11.53609399
          0,           0,          25,      -5.519772533,      -5.705080482,      -5.858421337,      -5.762728925,      -4.908979663,      -11.46996436
          0,           0,          26,      -5.567750613,      -5.764978804,       -5.91191212,      -5.806403371,      -4.957537233,      -11.40761217
          0,           0,          27,      -5.614383521,      -5.818385892,      -5.962787287,      -5.850122687,      -5.004674268,      -11.35189198
          0,           0,          28,      -5.659916359,      -5.861448743,      -6.011401806,      -5.893037402,      -5.050308577,      -11.30437494
          0,           0,          29,      -5.704721513,      -5.895830853,      -6.059022259,      -5.935079093,      -5.094790584,      -11.26563732
          0,           0,          30,      -5.749260982,      -5.926650854,      -6.106330582,      -5.977091247,      -5.138745381,      -11.23616487
          0,           0,          31,      -5.793988808,      -5.958641485,      -6.152937702,      -6.019995332,      -5.182785879,      -11.21627393
          0,           0,          32,      -5.839305779,      -5.994274946,      -6.197780509,      -6.063760292,      -5.227403502,      -11.20641159
          0,           0,          33,      -5.885533745,      -6.034266145,      -6.240100199,       -6.10732007,      -5.272984286,      -11.20542875
          0,           0,          34,      -5.932783941,       -6.07835901,      -6.280348792,      -6.148926848,      -5.319727017,        -11.211131
          0,           0,          35,       -5.98083769,      -6.125943669,      -6.319969395,      -6.187477503,      -5.367531399,      -11.22117892
          0,           0,          36,      -6.029153849,      -6.176338215,      -6.360459733,      -6.223203558,       -5.41595649,      -11.23409197
          0,           0,          37,        -6.0769551,      -6.228752538,      -6.402530093,      -6.257393823,      -5.464235014,      -11.24971842
          0,           0,          38,      -6.123619165,      -6.282284249,      -6.445318551,      -6.291411193,      -5.511623505,      -11.26856471
          0,           0,          39,      -6.168932103,      -6.335941186,      -6.486427669,      -6.325921965,      -5.557682035,      -11.29147414
          0,           0,          40,      -6.213257688,       -6.38868228,      -6.522763117,        -6.3606195,      -5.602539531,       -11.3180959
          0,           0,          41,      -6.257283944,      -6.439417868,      -6.552117048,      -6.394431924,      -5.646742394,      -11.34708781
          0,           0,          42,      -6.301675099,      -6.487055042,      -6.574469544,      -6.426169343,      -5.690948759,      -11.37683864
          0,           0,          43,      -6.346784364,       -6.53066765,       -6.59216958,      -6.455260782,      -5.735611929,      -11.40579585
          0,           0,          44,      -6.392681568,      -6.569805754,      -6.609052853,      -6.482429183,      -5.780950555,      -11.43261876
          0,           0,          45,      -6.439028053,      -6.604830646,      -6.628357463,      -6.509088046,      -5.826780444,       -11.4561686
          0,           0,          46,       -6.48530551,      -6.636653879,      -6.652469453,      -6.537018484,      -5.872673238,      -11.47545601
          0,           0,          47,      -6.531055159,      -6.666506385,       -6.68278534,      -6.567844616,      -5.918234492,       -11.4901437
          0,           0,          48,      -6.575911226,      -6.695333534,      -6.719912097,       -6.60264322,      -5.963163292,      -11.50048274
          0,           0,          49,      -6.619702676,      -6.723550792,      -6.763837668,      -6.641840313,      -6.007317141,      -11.50690013
          0,           0,          50,      -6.662454511,      -6.750977829,        -6.8140241,      -6.685151029,      -6.050687424,      -11.50988081
          0,           0,          51,      -6.704382654,       -6.77711847,      -6.869412567,      -6.731691965,      -6.093399747,      -11.51009873
          0,           0,          52,      -6.745743559,      -6.801333204,      -6.928320354,      -6.780018111,      -6.135607738,      -11.50824594
          0,           0,          53,      -6.786774283,      -6.822980679,      -6.988270077,      -6.828259761,      -6.177474116,      -11.50501589
          0,           0,          54,      -6.827547299,      -6.841386756,      -7.045736822,      -6.874288406,      -6.219052233,      -11.50096214
          0,           0,          55,      -6.867940276,      -6.855766975,      -7.096294286,      -6.916021099,      -6.260265135,      -11.49637037
          0,           0,          56,      -6.907574703,      -6.865284734,      -7.135544452,      -6.951836344,       -6.30083293,      -11.49141892
          0,           0,          57,      -6.945700149,      -6.869157656,      -7.160595838,      -6.980802405,      -6.340128928,      -11.48637942
          0,           0,          58,      -6.981515793,      -6.867346375,      -7.172109513,       -7.00312876,      -6.377421656,       -11.4814149
          0,           0,          59,      -7.014307262,      -6.860653834,      -7.173785118,      -7.020034458,      -6.411967402,       -11.4765394
          0,           0,          60,      -7.043228883,      -6.850112236,      -7.169935099,      -7.032953161,      -6.442808004,      -11.47190847
          0,           0,          61,      -7.067883214,      -6.837050632,      -7.164594221,      -7.043485142,      -6.469345183,      -11.46765236
          0,           0,          62,      -7.088403083,      -6.822974115,      -7.160669155,       -7.05313074,      -6.491536035,      -11.46382341
          0,           0,          63,      -7.105335108,      -6.809175615,      -7.159798845,      -7.063052368,      -6.509823102,      -11.46045409
          0,           0,          64,      -7.119538348,      -6.796585163,      -7.162765753,      -7.074064808,      -6.525032384,      -11.45756601
          0,           0,          65,      -7.131871729,      -6.785721866,      -7.169716372,      -7.086630838,      -6.538042857,      -11.45518797
          0,           0,          66,      -7.143004558,      -6.776750168,      -7.180403046,      -7.100893767,      -6.549577998,      -11.45334464
          0,           0,          67,       -7.15337087,      -6.769609628,      -7.194341455,      -7.116762032,      -6.560147135,       -11.4520734
          0,           0,          68,      -7.163228599,      -6.764183187,       -7.21099918,      -7.134002032,      -6.570097037,      -11.45139242
          0,           0,          69,      -7.172754773,      -6.760346912,      -7.229833731,      -7.152337955,      -6.579687789,       -11.4513066
          0,           0,          70,      -7.182082258,      -6.758022232,      -7.250381699,      -7.171513634,      -6.589116259,      -11.45177861
          0,           0,          71,      -7.191328115,       -6.75715759,      -7.272248512,      -7.191325117,      -6.598537443,      -11.45280407
          0,           0,          72,      -7.200570109,      -6.757686128,      -7.295099981,      -7.211595149,      -6.608031565,      -11.45440917
          0,           0,          73,      -7.209819663,      -6.759485744,       -7.31863937,      -7.232129851,      -6.617578292,      -11.45659731
          0,           0,          74,       -7.21903422,      -6.762403457,      -7.342607328,      -7.252708975,      -6.627095481,      -11.45934845
          0,           0,          75,      -7.228174025,      -6.766299979,      -7.366777911,      -7.273103342,      -6.636518644,       -11.4626508
          0,           0,          76,       -7.23723903,      -6.771060384,      -7.390934711,      -7.293088788,      -6.645835388,      -11.46647739
          0,           0,          77,      -7.246252014,      -6.776585985,      -7.414852642,      -7.312469454,        -6.6550593,       -11.4707489
          0,           0,          78,      -7.255233329,      -6.782781141,      -7.438299387,      -7.331076734,      -6.664202887,      -11.47535789
          0,           0,          79,      -7.264202734,      -6.789558135,      -7.461047525,      -7.348786728,      -6.673282407,      -11.48024624
          0,           0,          80,      -7.273172075,      -6.796838921,      -7.482883434,      -7.365511152,       -6.68230997,      -11.48542211
          0,           0,          81,      -7.282176648,      -6.804560409,        -7.5036207,      -7.381209322,      -6.691326454,      -11.49097748
          0,           0,          82,      -7.291256796,      -6.812676575,      -7.523112473,      -7.395881463,      -6.700380125,      -11.49699132
          0,           0,          83,      -7.300446425,      -6.821148985,      -7.541247824,       -7.40957722,       -6.70951255,      -11.50340322
          0,           0,          84,      -7.309773556,      -6.829944976,      -7.557942415,      -7.422382069,      -6.718759149,      -11.51010077
          0,           0,          85,      -7.319258001,      -6.839037291,      -7.573120955,      -7.434392243,      -6.728146828,      -11.51704087
          0,           0,          86,      -7.328912212,      -6.848402288,      -7.586693692,      -7.445691755,      -6.737695141,      -11.52416743
          0,           0,          87,      -7.338740766,      -6.858019476,      -7.598534994,      -7.456329718,      -6.747415722,       -11.5314709
          0,           0,          88,      -7.348747938,      -6.867870932,      -7.608472138,      -7.466305922,      -6.757320347,      -11.53898528
          0,           0,          89,      -7.358926744,      -6.877941575,      -7.616287125,      -7.475555287,      -6.767409052,      -11.54673448
          0,           0,          90,      -7.369268387,      -6.888219689,      -7.621737253,      -7.483947636,      -6.777680254,      -11.55472272
          0,           0,          91,      -7.379761765,      -6.898698276,      -7.624593579,      -7.491292034,      -6.788130011,      -11.56294681
          0,           0,          92,      -7.390391993,      -6.909373883,      -7.624689358,      -7.497358019,      -6.798749314,      -11.57140045
          0,           0,          93,      -7.401142425,       -6.92024468,      -7.621966852,      -7.501905819,      -6.809525186,      -11.58005491
          0,           0,          94,       -7.41199547,      -6.931309226,      -7.616507859,      -7.504725334,      -6.820441089,      -11.58887789
          0,           0,          95,      -7.422930866,      -6.942562583,      -7.608541929,      -7.505664268,      -6.831474991,      -11.59785237
          0,           0,          96,      -7.433920488,       -6.95399317,      -7.598421381,      -7.504662051,      -6.842594774,      -11.60697866
          0,           0,          97,      -7.444935308,      -6.965585684,      -7.586591913,      -7.501769266,      -6.853766238,      -11.61625817
          0,           0,          98,      -7.455945855,      -6.977322812,      -7.573540807,      -7.497144666,      -6.864954283,      -11.62568173
          0,           0,          99,      -7.466926489,      -6.989186373,      -7.559746612,      -7.491039668,      -6.876128103,       -11.6352378
          0,           0,         100,      -7.477861201,      -7.001158889,      -7.545648341,      -7.483767378,      -6.887267689,      -11.64491219
          0,           0,         101,      -7.488735211,      -7.013224763,      -7.531625314,      -7.475666939,      -6.898354649,      -11.65469323
          0,           0,         102,       -7.49953694,       -7.02536984,      -7.517987683,       -7.46707548,      -6.909373739,      -11.66457204
          0,           0,         103,      -7.510255563,      -7.037578965,      -7.504974493,      -7.458296569,      -6.920310225,      -11.67454119
          0,           0,         104,      -7.520884937,      -7.049838276,       -7.49276424,      -7.449594931,      -6.931154312,      -11.68459299
          0,           0,         105,      -7.531420124,      -7.062133695,      -7.481477932,      -7.441184305,      -6.941897871,      -11.69472239
          0,           0,         106,      -7.541857879,       -7.07445144,      -7.471188014,      -7.433227853,      -6.952535155,      -11.70492219
          0,           0,         107,      -7.552201853,      -7.086779796,      -7.461925239,      -7.425842283,      -6.963068649,      -11.71518868
          0,           0,         108,      -7.562455963,      -7.099109863,      -7.453684096,      -7.419103452,      -6.973501909,      -11.72550689
          0,           0,         109,      -7.572619377,      -7.111429198,       -7.44644127,       -7.41305053,      -6.983834098,      -11.73587123
          0,           0,         110,      -7.582690334,      -7.123727858,      -7.440165809,       -7.40770269,       -6.99406356,      -11.74627685
          0,           0,         111,      -7.592674292,      -7.135999207,      -7.434815989,      -7.403058954,      -7.004196907,      -11.75671745
          0,           0,         112,      -7.602577392,      -7.148238524,      -7.430341135,      -7.399102684,      -7.014241823,      -11.76718798
          0,           0,         113,      -7.612406382,      -7.160443255,      -7.426684796,      -7.395807106,      -7.024206852,      -11.77768456
          0,           0,         114,      -7.622168526,      -7.172612967,      -7.423788025,      -7.393139362,      -7.034101135,      -11.78820408
          0,           0,         115,      -7.631870375,      -7.184748559,      -7.421592143,      -7.391063607,      -7.043932856,      -11.79874267
          0,           0,         116,      -7.641516895,      -7.196848242,      -7.420040305,      -7.389542177,       -7.05370835,      -11.80929909
          0,           0,         117,       -7.65111018,      -7.208909933,      -7.419078722,      -7.388538253,      -7.063431053,      -11.81987105
          0,           0,         118,       -7.66065353,       -7.22093273,      -7.418658832,       -7.38801763,      -7.073105695,      -11.83045616
          0,           0,         119,      -7.670150062,      -7.232917463,        -7.4187371,         -7.387948,      -7.082736436,      -11.84105228
          0,           0,         120,      -7.679604393,      -7.244865703,      -7.419274618,      -7.388299891,      -7.092328835,      -11.85165749
          0,           0,         121,      -7.689020011,      -7.256778793,      -7.420236388,      -7.389046818,      -7.101887042,      -11.86227013
          0,           0,         122,      -7.698405093,       -7.26865773,      -7.421591215,       -7.39016467,       -7.11142016,      -11.87288868
          0,           0,         123,      -7.707762304,       -7.28050421,      -7.423311197,      -7.391631518,      -7.120931022,      -11.88351181
          0,           0,         124,      -7.717092791,      -7.292318487,      -7.425371708,      -7.393428047,      -7.130421022,       -11.8941385
          0,           0,         125,      -7.726398849,      -7.304101628,      -7.427751291,      -7.395537141,      -7.139892721,      -11.90476797
          0,           0,         126,      -7.735683045,      -7.315855275,      -7.430430743,      -7.397943076,      -7.149348734,      -11.91540015
          0,           0,         127,      -7.744947273,      -7.327579993,      -7.433391945,      -7.400630538,      -7.158790872,      -11.92603535
          0,           0,         128,      -7.754192986,      -7.339276073,      -7.436618103,      -7.403584717,      -7.168220406,      -11.93667371
          0,           0,         129,      -7.763421196,      -7.350943262,      -7.440093501,      -7.406791264,      -7.177638382,      -11.94731509
          0,           0,         130,      -7.772631603,      -7.362581487,       -7.44380349,      -7.410236603,      -7.187044683,      -11.95795928
          0,           0,         131,      -7.781825137,      -7.374191351,      -7.447734117,      -7.413907613,      -7.196440362,      -11.96860639
          0,           0,         132,      -7.791003031,      -7.385773966,      -7.451871621,       -7.41779137,      -7.205826512,      -11.97925701
          0,           0,         133,      -7.800165702,      -7.397329928,      -7.456202196,      -7.421874498,      -7.215203048,      -11.98991242
          0,           0,         134,      -7.809313381,      -7.408859843,      -7.460712783,      -7.426144317,      -7.224569906,      -12.00057569
          0,           0,         135,      -7.818445522,      -7.420364635,      -7.465391169,      -7.430589246,      -7.233926629,      -12.01124764
          0,           0,         136,      -7.827561342,      -7.431845325,       -7.47022683,       -7.43519879,      -7.243272676,       -12.0219219
          0,           0,         137,      -7.836667376,      -7.443306243,      -7.475212188,      -7.439964465,      -7.252615154,      -12.03260248
          0,           0,         138,      -7.845765073,      -7.454749162,      -7.480337109,      -7.444875586,      -7.261954703,      -12.04329507
          0,           0,         139,      -7.854851796,      -7.466172029,      -7.485590727,      -7.449920731,      -7.271287628,      -12.05399673
          0,           0,         140,      -7.863925363,      -7.477573384,        -7.4909646,      -7.455090713,      -7.280611719,      -12.06470905
          0,           0,         141,      -7.872985994,      -7.488953361,      -7.496451288,      -7.460376943,      -7.289927926,      -12.07543126
          0,           0,         142,      -7.882038643,      -7.500318899,      -7.502050774,      -7.465778888,      -7.299243201,      -12.08616184
          0,           0,         143,      -7.891087405,      -7.511675848,       -7.50775916,      -7.471293143,      -7.308560585,       -12.0969043
          0,           0,         144,      -7.900128539,      -7.523019042,       -7.51356153,      -7.476905328,      -7.317872671,      -12.10766696
          0,           0,         145,      -7.909156578,      -7.534347405,      -7.519458701,      -7.482614486,      -7.327174583,       -12.1184477
          0,           0,         146,      -7.918167113,      -7.545652678,      -7.525438877,      -7.488407953,      -7.336460943,      -12.12924405
          0,           0,         147,      -7.927161621,      -7.556939426,      -7.531504561,      -7.494287039,      -7.345737406,      -12.14005258
          0,           0,         148,      -7.936163092,      -7.568241893,      -7.537692088,      -7.500288105,       -7.35503292,       -12.1508667
          0,           0,         149,      -7.945163481,      -7.579536906,      -7.543947646,      -7.506362884,       -7.36432386,      -12.16171854
          0,           0,         150,      -7.954153131,      -7.590818819,      -7.550281665,      -7.512517711,      -7.373604316,      -12.17260888
          0,           0,         151,      -7.963148464,      -7.602095956,      -7.556717979,      -7.518772842,       -7.38289454,      -12.18351251
          0,           0,         152,      -7.972116576,      -7.613313609,      -7.563162917,      -7.525038042,      -7.392152161,       -12.1944505
          0,           0,         153,      -7.981120425,      -7.624585924,      -7.569785775,      -7.531473992,      -7.401479762,      -12.20536962
          0,           0,         154,      -7.990214268,      -7.635927115,      -7.576539106,      -7.538050419,      -7.410907537,      -12.21630957
          0,           0,         155,      -7.999268397,      -7.647200881,      -7.583225384,       -7.54457236,      -7.420265978,      -12.22735496
          0,           0,         156,      -8.008285545,      -7.658474453,      -7.590055373,      -7.551225839,      -7.429598267,      -12.23838829
          0,           0,         157,      -8.017273142,       -7.66967724,      -7.596881965,       -7.55788301,      -7.438888311,      -12.24942248
          0,           0,         158,      -8.026175044,      -7.680782454,      -7.603656501,      -7.564489023,        -7.4480997,      -12.26046859
          0,           0,         159,      -8.035158288,      -7.692004922,      -7.610692991,      -7.571348762,      -7.457447253,       -12.2714416
          0,           0,         160,      -8.044230878,      -7.703273084,      -7.617747461,      -7.578251093,      -7.466876236,      -12.28247504
          0,           0,         161,      -8.053194603,      -7.714431041,      -7.624671714,      -7.585030226,       -7.47616017,      -12.29362859
          0,           0,         162,      -8.062095749,      -7.725571755,       -7.63174369,      -7.591936085,      -7.485391387,      -12.30472485
          0,           0,         163,      -8.070941859,       -7.73660421,       -7.63874163,      -7.598779832,      -7.494555486,      -12.31581547
          0,           0,         164,      -8.079710564,      -7.747566047,      -7.645714744,      -7.605594718,      -7.503667927,      -12.32690028
          0,           0,         165,      -8.088601454,      -7.758673508,      -7.652964321,      -7.612678634,      -7.512956631,      -12.33792202
          0,           0,         166,      -8.097580373,      -7.769825122,      -7.660193007,      -7.619765609,       -7.52231669,      -12.34903006
          0,           0,         167,      -8.106454816,      -7.780888166,      -7.667324464,      -7.626752617,      -7.531542717,       -12.3602648
          0,           0,         168,      -8.115298173,      -7.791950046,      -7.674613631,      -7.633873403,      -7.540745875,      -12.37142845
          0,           0,         169,      -8.124088189,      -7.802906374,      -7.681803759,      -7.640907856,      -7.549881761,      -12.38259936
          0,           0,         170,      -8.132832151,      -7.813841576,      -7.689025944,      -7.647965396,      -7.559007077,      -12.39374868
          0,           0,         171,      -8.141729604,       -7.82494286,      -7.696519965,      -7.655291576,      -7.568330219,      -12.40483565
          0,           0,         172,      -8.150689916,      -7.836073125,      -7.703946049,      -7.662574416,      -7.577689392,       -12.4160432
          0,           0,         173,      -8.159542989,      -7.847134834,      -7.711318457,       -7.66979388,      -7.586921759,      -12.42734278
          0,           0,         174,      -8.168376871,      -7.858192438,      -7.718827793,      -7.677130844,      -7.596139016,      -12.43857264
          0,           0,         175,      -8.177133374,       -7.86912785,      -7.726195167,      -7.684340577,      -7.605265006,      -12.44982651
          0,           0,         176,      -8.185866937,      -7.880077785,      -7.733651421,      -7.691625573,      -7.614414305,      -12.46103492
          0,           0,         177,      -8.194763342,      -7.891186193,      -7.741339839,      -7.699146592,      -7.623758464,      -12.47219677
          0,           0,         178,      -8.203671721,      -7.902283441,      -7.748893559,      -7.706556205,      -7.633079141,      -12.48350799
          0,           0,         179,      -8.212471105,      -7.913325714,      -7.756438484,      -7.713937947,       -7.64228319,       -12.4948736
          0,           0,         180,      -8.221255248,      -7.924349493,      -7.764073323,      -7.721396684,       -7.65147019,      -12.50616921
          0,           0,         181,      -8.229935493,       -7.93523931,      -7.771528592,      -7.728689785,      -7.660542425,      -12.51750009
          0,           0,         182,      -8.238629271,      -7.946186183,      -7.779137711,      -7.736117965,      -7.669682487,      -12.52875893
          0,           0,         183,       -8.24748978,      -7.957283435,      -7.786924528,       -7.74373592,      -7.679005925,      -12.53999648
          0,           0,         184,      -8.256305964,      -7.968334087,       -7.79452107,      -7.751183523,      -7.688242169,      -12.55141099
          0,           0,         185,      -8.265022189,      -7.979346976,      -7.802161994,      -7.758647124,      -7.697380412,      -12.56283702
          0,           0,         186,      -8.273722165,      -7.990321866,      -7.809834773,      -7.766138984,       -7.70649337,      -12.57420146
          0,           0,         187,      -8.282300309,      -8.001160907,      -7.817315613,      -7.773450848,      -7.715480747,      -12.58560746
          0,           0,         188,      -8.290937607,      -8.012092113,      -7.825011147,      -7.780956606,      -7.724585142,      -12.59691937
          0,           0,         189,       -8.29973374,      -8.023155343,      -7.832817892,      -7.788595014,        -7.7338497,      -12.60824208
          0,           0,         190,      -8.308435697,      -8.034141047,      -7.840401654,      -7.796025877,       -7.74297614,      -12.61975768
          0,           0,         191,      -8.317058698,      -8.045100928,      -7.848076981,      -7.803513666,      -7.752033112,      -12.63123888
          0,           0,         192,      -8.325653534,      -8.055999777,      -7.855716337,       -7.81097292,      -7.761046014,      -12.64267368
          0,           0,         193,      -8.334122236,      -8.066780828,       -7.86318463,      -7.818269404,       -7.76993996,      -12.65414343
          0,           0,         194,      -8.342696009,      -8.077684724,      -7.870909369,      -7.825803552,      -7.778992896,      -12.66550686
          0,           0,         195,       -8.35139868,      -8.088695137,      -7.878664145,      -7.833397178,      -7.788159575,      -12.67692278
          0,           0,         196,      -8.359966489,      -8.099614328,      -7.886200037,      -7.840779532,      -7.797152434,      -12.68852869
          0,           0,         197,      -8.368483526,      -8.110519261,       -7.89385909,      -7.848248462,      -7.806105696,      -12.70006223
          0,           0,         198,      -8.376947954,      -8.121337429,      -7.901408349,      -7.855624689,      -7.814984898,      -12.71157516
          0,           0,         199,      -8.385307836,      -8.132077088,      -7.908855792,      -7.862899709,       -7.82378232,      -12.72309866
          0,           0,         200,      -8.393816215,      -8.142957773,      -7.916573739,        -7.8704332,       -7.83277063,      -12.73451734
          0,           0,         201,      -8.402397703,      -8.153900897,      -7.924226708,      -7.877935488,      -7.841801212,      -12.74604206
          0,           0,         202,      -8.410829364,       -8.16475656,      -7.931719853,      -7.885272414,      -7.850657565,      -12.75772124
          0,           0,         203,      -8.419238983,      -8.175598607,       -7.93933585,      -7.892701154,      -7.859497772,      -12.76930487
          0,           0,         204,      -8.427555585,      -8.186323691,      -7.946770442,       -7.89997146,      -7.868222384,      -12.78090434
          0,           0,         205,       -8.43582614,      -8.197032264,      -7.954229136,      -7.907255123,      -7.876942885,      -12.79246972
          0,           0,         206,      -8.444274219,      -8.207888422,      -7.961930603,      -7.914783237,      -7.885863339,      -12.80395566
          0,           0,         207,      -8.452712041,      -8.218747258,      -7.969466319,      -7.922178656,      -7.894729753,      -12.81561271
          0,           0,         208,      -8.461017379,       -8.22953814,      -7.976949646,      -7.929498122,      -7.903459847,        -12.827351
          0,           0,         209,      -8.469315576,      -8.240301378,      -7.984507187,      -7.936875448,      -7.912176661,      -12.83899146
          0,           0,         210,      -8.477479241,      -8.250926566,      -7.991838765,      -7.944049682,      -7.920743594,      -12.85067959
